Row No,PC,Opcode,Function,Line No,File,Directory,Cycles,Status
1,0x700A3C96,0x00002000,tm_synchronization_processing_thread_0_entry,104,tm_synchronization_processing_test.c,..,0,Start of trace
2,0x700A599C,0xE24EE004,n/a,,n/a,n/a,1,Entered debug state when halting debug-mode is enabled
3,0x700A59A0,0xE52DE004,n/a,,n/a,n/a,2,
4,0x700A59A4,0xE14FE000,n/a,,n/a,n/a,3,
5,0x700A59A8,0xE52DE004,n/a,,n/a,n/a,4,
6,0x700A59AC,0xF1020013,n/a,,n/a,n/a,5,
7,0x700A59B0,0xE92D101F,n/a,,n/a,n/a,6,
8,0x700A59B4,0xE59F3118,n/a,,n/a,n/a,7,
9,0x700A59B8,0xE5931000,n/a,,n/a,n/a,8,
10,0x700A59BC,0xE2814001,n/a,,n/a,n/a,9,
11,0x700A59C0,0xE5834000,n/a,,n/a,n/a,10,
12,0x700A59C4,0xEEF10A10,n/a,,n/a,n/a,11,
13,0x700A59C8,0xED2D0B20,n/a,,n/a,n/a,12,
14,0x700A59CC,0xE52D0004,n/a,,n/a,n/a,13,
15,0x700A59D0,0xE1A0200D,n/a,,n/a,n/a,14,
16,0x700A59D4,0xE2022004,n/a,,n/a,n/a,15,
17,0x700A59D8,0xE04DD002,n/a,,n/a,n/a,16,
18,0x700A59DC,0xE92D401F,n/a,,n/a,n/a,17,
19,0x700A59E0,0xE59F10F0,n/a,,n/a,n/a,18,
20,0x700A59E4,0xE12FFF31,n/a,,n/a,n/a,19,
21,0x700A5550,0x0000B580,HwiP_irq_handler_c,115,HwiP_armv7r_handlers_freertos.c,dpl/r5,20,
22,0x700A5552,0x0000B086,HwiP_irq_handler_c,115,HwiP_armv7r_handlers_freertos.c,dpl/r5,21,
23,0x700A5554,0x0000A804,HwiP_irq_handler_c,115,HwiP_armv7r_handlers_freertos.c,dpl/r5,22,
24,0x700A5556,0xF000F843,HwiP_irq_handler_c,125,HwiP_armv7r_handlers_freertos.c,dpl/r5,23,
25,0x700A55E0,0x0000B084,HwiP_getIRQ,203,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,24,
26,0x700A55E2,0x00009003,HwiP_getIRQ,203,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,25,
27,0x700A55E4,0xF04F30FF,HwiP_getIRQ,203,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,26,
28,0x700A55E8,0x00009001,HwiP_getIRQ,205,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,27,
29,0x700A55EA,0x00009903,HwiP_getIRQ,208,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,28,
30,0x700A55EC,0x00002000,HwiP_getIRQ,208,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,29,
31,0x700A55EE,0x00006008,HwiP_getIRQ,208,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,30,
32,0x700A55F0,0xF64740D0,HwiP_getIRQ,210,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,31,
33,0x700A55F4,0xF2C7000A,HwiP_getIRQ,210,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,32,
34,0x700A55F8,0x00006800,HwiP_getIRQ,210,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,33,
35,0x700A55FA,0x00003020,HwiP_getIRQ,210,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,34,
36,0x700A55FC,0x00009002,HwiP_getIRQ,210,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,35,
37,0x700A55FE,0x00009802,HwiP_getIRQ,211,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,36,
38,0x700A5600,0x00006800,HwiP_getIRQ,211,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,37,
39,0x700A5602,0x00009000,HwiP_getIRQ,211,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,38,
40,0x700A5604,0xF89D0003,HwiP_getIRQ,213,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,39,
41,0x700A5608,0x00000600,HwiP_getIRQ,213,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,40,
42,0x700A560A,0x00002800,HwiP_getIRQ,213,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,41,
43,0x700A560C,0x0000D508,HwiP_getIRQ,213,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,42,
44,0x700A560E,0x0000E7FF,HwiP_getIRQ,213,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,43,
45,0x700A5610,0x00009800,HwiP_getIRQ,215,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,44,
46,0x700A5612,0xF36F205F,HwiP_getIRQ,215,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,45,
47,0x700A5616,0x00009903,HwiP_getIRQ,215,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,46,
48,0x700A5618,0x00006008,HwiP_getIRQ,215,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,47,
49,0x700A561A,0x00002000,HwiP_getIRQ,215,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,48,
50,0x700A561C,0x00009001,HwiP_getIRQ,216,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,49,
51,0x700A561E,0x0000E7FF,HwiP_getIRQ,217,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,50,
52,0x700A5620,0x00009801,HwiP_getIRQ,218,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,51,
53,0x700A5622,0x0000B004,HwiP_getIRQ,218,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,52,
54,0x700A5624,0x00004770,HwiP_getIRQ,218,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,53,
55,0x700A555A,0x00009005,HwiP_irq_handler_c,125,HwiP_armv7r_handlers_freertos.c,dpl/r5,54,
56,0x700A555C,0x00009805,HwiP_irq_handler_c,126,HwiP_armv7r_handlers_freertos.c,dpl/r5,55,
57,0x700A555E,0x0000BB78,HwiP_irq_handler_c,126,HwiP_armv7r_handlers_freertos.c,dpl/r5,56,
58,0x700A5560,0x0000E7FF,HwiP_irq_handler_c,126,HwiP_armv7r_handlers_freertos.c,dpl/r5,57,
59,0x700A5562,0x00009804,HwiP_irq_handler_c,135,HwiP_armv7r_handlers_freertos.c,dpl/r5,58,
60,0x700A5564,0xF000F864,HwiP_irq_handler_c,135,HwiP_armv7r_handlers_freertos.c,dpl/r5,59,
61,0x700A5630,0x0000B083,HwiP_isPulse,137,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,60,
62,0x700A5632,0x00009002,HwiP_isPulse,137,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,61,
63,0x700A5634,0xF64740D0,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,62,
64,0x700A5638,0xF2C7000A,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,63,
65,0x700A563C,0x00006801,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,64,
66,0x700A563E,0x00009802,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,65,
67,0x700A5640,0xF40070F0,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,66,
68,0x700A5644,0x00004408,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,67,
69,0x700A5646,0xF200401C,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,68,
70,0x700A564A,0x00009001,HwiP_isPulse,141,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,69,
71,0x700A564C,0x00009802,HwiP_isPulse,142,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,70,
72,0x700A564E,0xF000001F,HwiP_isPulse,142,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,71,
73,0x700A5652,0x00009000,HwiP_isPulse,142,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,72,
74,0x700A5654,0x00009801,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,73,
75,0x700A5656,0x00006800,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,74,
76,0x700A5658,0x00009900,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,75,
77,0x700A565A,0x000040C8,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,76,
78,0x700A565C,0xF0000001,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,77,
79,0x700A5660,0x0000B003,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,78,
80,0x700A5662,0x00004770,HwiP_isPulse,144,nortos/dpl/r5/HwiP_armv7r_vim.h,/nightlybuilds/mcupsdk_internal/jenkins/mcu_plus_sdk_am243x_10_00_00_20/source/kernel,79,
81,0x700A5568,0x00009003,HwiP_irq_handler_c,135,HwiP_armv7r_handlers_freertos.c,dpl/r5,80,
82,0x700A556A,0x00009803,HwiP_irq_handler_c,139,HwiP_armv7r_handlers_freertos.c,dpl/r5,81,
83,0x700A556C,0x0000B120,HwiP_irq_handler_c,139,HwiP_armv7r_handlers_freertos.c,dpl/r5,82,
84,0x700A556E,0x0000E7FF,HwiP_irq_handler_c,139,HwiP_armv7r_handlers_freertos.c,dpl/r5,83,
85,0x700A5570,0x00009804,HwiP_irq_handler_c,141,HwiP_armv7r_handlers_freertos.c,dpl/r5,84,
86,0x700A5572,0xF7FFFD6D,HwiP_irq_handler_c,141,HwiP_armv7r_handlers_freertos.c,dpl/r5,85,
87,0x700A5050,0x0000B083,HwiP_clearInt,105,HwiP_armv7r_vim.c,../nortos/dpl/r5,86,
88,0x700A5052,0x00009002,HwiP_clearInt,105,HwiP_armv7r_vim.c,../nortos/dpl/r5,87,
89,0x700A5054,0xF64740D0,HwiP_clearInt,109,HwiP_armv7r_vim.c,../nortos/dpl/r5,88,
90,0x700A5058,0xF2C7000A,HwiP_clearInt,109,HwiP_armv7r_vim.c,../nortos/dpl/r5,89,
91,0x700A505C,0x00006801,HwiP_clearInt,109,HwiP_armv7r_vim.c,../nortos/dpl/r5,90,
92,0x700A505E,0x00009802,HwiP_clearInt,109,HwiP_armv7r_vim.c,../nortos/dpl/r5,91,
93,0x700A5060,0xF40070F0,HwiP_clearInt,109,HwiP_armv7r_vim.c,../nortos/dpl/r5,92,
94,0x700A5B00,0xE10F0000,n/a,,n/a,n/a,93,
95,0x700A5B04,0xE3C0C080,n/a,,n/a,n/a,94,
96,0x700A5B08,0xE129F00C,n/a,,n/a,n/a,95,
97,0x700A5B0C,0xE12FFF1E,n/a,,n/a,n/a,96,
98,0x700A5598,0x00009802,HwiP_irq_handler_c,152,HwiP_armv7r_handlers_freertos.c,dpl/r5,97,
99,0x700A559A,0x0000B120,HwiP_irq_handler_c,152,HwiP_armv7r_handlers_freertos.c,dpl/r5,98,
100,0x700A559C,0x0000E7FF,HwiP_irq_handler_c,152,HwiP_armv7r_handlers_freertos.c,dpl/r5,99,
101,0x700A559E,0x00009902,HwiP_irq_handler_c,154,HwiP_armv7r_handlers_freertos.c,dpl/r5,100,
102,0x700A55A0,0x00009801,HwiP_irq_handler_c,154,HwiP_armv7r_handlers_freertos.c,dpl/r5,101,
103,0x700A55A2,0x00004788,HwiP_irq_handler_c,154,HwiP_armv7r_handlers_freertos.c,dpl/r5,102,
104,0x700A3EF0,0x0000B580,ClockP_timerTickIsr,51,ClockP_freertos.c,dpl/common,103,
105,0x700A3EF2,0x0000B082,ClockP_timerTickIsr,51,ClockP_freertos.c,dpl/common,104,
106,0x700A3EF4,0x00009001,ClockP_timerTickIsr,51,ClockP_freertos.c,dpl/common,105,
107,0x700A3EF6,0xF24301A0,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,106,
108,0x700A3EFA,0xF2C70108,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,107,
109,0x700A3EFE,0x0000680A,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,108,
110,0x700A3F00,0x00006848,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,109,
111,0x700A3F02,0x00003201,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,110,
112,0x700A3F04,0xF1400000,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,111,
113,0x700A3F08,0x0000600A,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,112,
114,0x700A3F0A,0x00006048,ClockP_timerTickIsr,55,ClockP_freertos.c,dpl/common,113,
115,0x700A3F0C,0xF7FFFFB8,ClockP_timerTickIsr,57,ClockP_freertos.c,dpl/common,114,
116,0x700A3E80,0x0000B580,vPortTimerTickHandler,251,port.c,portable/TI_ARM_CLANG/ARM_CR5F,115,
117,0x700A3E82,0xF000F8B5,vPortTimerTickHandler,253,port.c,portable/TI_ARM_CLANG/ARM_CR5F,116,
118,0x700A3FF0,0x0000B672,vDisableInterruptPriority,4333,tasks.c,FreeRTOS-Kernel,117,
119,0x700A3FF2,0xF647501C,n/a,4336,n/a,n/a,118,
120,0x700A3FF6,0xF2C7000A,n/a,4336,n/a,n/a,119,
121,0x700A3FFA,0x00006800,n/a,4336,n/a,n/a,120,
122,0x700A3FFC,0x0000B178,n/a,4336,n/a,n/a,121,
123,0x700A3FFE,0x0000E7FF,n/a,4336,n/a,n/a,122,
124,0x700A4000,0xF64740DC,n/a,4338,n/a,n/a,123,
125,0x700A4004,0xF2C7000A,n/a,4338,n/a,n/a,124,
126,0x700A4008,0x00006802,n/a,4338,n/a,n/a,125,
127,0x700A400A,0x00006D51,n/a,4338,n/a,n/a,126,
128,0x700A400C,0x00003101,n/a,4338,n/a,n/a,127,
129,0x700A400E,0x00006551,n/a,4338,n/a,n/a,128,
130,0x700A4010,0x00006800,n/a,4346,n/a,n/a,129,
131,0x700A4012,0x00006D40,n/a,4346,n/a,n/a,130,
132,0x700A4014,0x00002801,n/a,4346,n/a,n/a,131,
133,0x700A4016,0x0000D101,n/a,4346,n/a,n/a,132,
134,0x700A4018,0x0000E7FF,n/a,4346,n/a,n/a,133,
135,0x700A401A,0x0000E7FF,n/a,4349,n/a,n/a,134,
136,0x700A401C,0x0000E000,n/a,4350,n/a,n/a,135,
137,0x700A4020,0x00004770,n/a,4355,n/a,n/a,136,
138,0x700A3E86,0xF64740E4,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,137,
139,0x700A3E8A,0xF2C7000A,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,138,
140,0x700A3E8E,0x00006800,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,139,
141,0x700A3E90,0x00002801,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,140,
142,0x700A3E92,0x0000D10C,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,141,
143,0x700A3E94,0x0000E7FF,vPortTimerTickHandler,255,port.c,portable/TI_ARM_CLANG/ARM_CR5F,142,
144,0x700A3E96,0xF7F7FDCB,vPortTimerTickHandler,258,port.c,portable/TI_ARM_CLANG/ARM_CR5F,143,
145,0x7009BA30,0x0000B580,xTaskIncrementTick,2726,tasks.c,FreeRTOS-Kernel,144,
146,0x7009BA32,0x0000B088,xTaskIncrementTick,2726,tasks.c,FreeRTOS-Kernel,145,
147,0x7009BA34,0x00002000,xTaskIncrementTick,2726,tasks.c,FreeRTOS-Kernel,146,
148,0x7009BA36,0x00009005,xTaskIncrementTick,2729,tasks.c,FreeRTOS-Kernel,147,
149,0x7009BA38,0xF6475000,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,148,
150,0x7009BA3C,0xF2C7000A,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,149,
151,0x7009BA40,0x00006800,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,150,
152,0x7009BA42,0x00002800,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,151,
153,0x7009BA44,0xF04080BC,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,152,
154,0x7009BA48,0x0000E7FF,xTaskIncrementTick,2736,tasks.c,FreeRTOS-Kernel,153,
155,0x7009BA4A,0xF6475120,xTaskIncrementTick,2740,tasks.c,FreeRTOS-Kernel,154,
156,0x7009BA4E,0xF2C7010A,xTaskIncrementTick,2740,tasks.c,FreeRTOS-Kernel,155,
157,0x7009BA52,0x00006808,xTaskIncrementTick,2740,tasks.c,FreeRTOS-Kernel,156,
158,0x7009BA54,0x00003001,xTaskIncrementTick,2740,tasks.c,FreeRTOS-Kernel,157,
159,0x7009BA56,0x00009004,xTaskIncrementTick,2740,tasks.c,FreeRTOS-Kernel,158,
160,0x7009BA58,0x00009804,xTaskIncrementTick,2744,tasks.c,FreeRTOS-Kernel,159,
161,0x7009BA5A,0x00006008,xTaskIncrementTick,2744,tasks.c,FreeRTOS-Kernel,160,
162,0x7009BA5C,0x00009804,xTaskIncrementTick,2746,tasks.c,FreeRTOS-Kernel,161,
163,0x7009BA5E,0x0000BB88,xTaskIncrementTick,2746,tasks.c,FreeRTOS-Kernel,162,
164,0x7009BA60,0x0000E7FF,xTaskIncrementTick,2746,tasks.c,FreeRTOS-Kernel,163,
165,0x7009BA62,0xF24310C0,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,164,
166,0x7009BA66,0xF2C70008,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,165,
167,0x7009BA6A,0x00009002,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,166,
168,0x7009BA6C,0x00006800,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,167,
169,0x7009BA6E,0x00006800,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,168,
170,0x7009BA70,0xFAB0F080,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,169,
171,0x7009BA74,0x00000940,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,170,
172,0x7009BA76,0xF2467151,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,171,
173,0x7009BA7A,0xF2C7010A,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,172,
174,0x7009BA7E,0x0000466A,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,173,
175,0x7009BA80,0x00006011,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,174,
176,0x7009BA82,0xF247518B,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,175,
177,0x7009BA86,0xF2C7010A,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,176,
178,0x7009BA8A,0xF2477297,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,177,
179,0x7009BA8E,0xF2C7020A,xTaskIncrementTick,2748,tasks.c,FreeRTOS-Kernel,178,
180,0x700A3E9A,0x0000B138,vPortTimerTickHandler,258,port.c,portable/TI_ARM_CLANG/ARM_CR5F,179,
181,0x700A3E9C,0x0000E7FF,vPortTimerTickHandler,258,port.c,portable/TI_ARM_CLANG/ARM_CR5F,180,
182,0x700A3E9E,0xF64741EC,vPortTimerTickHandler,260,port.c,portable/TI_ARM_CLANG/ARM_CR5F,181,
183,0x700A3EA2,0xF2C7010A,vPortTimerTickHandler,260,port.c,portable/TI_ARM_CLANG/ARM_CR5F,182,
184,0x700A3EA6,0x00002001,vPortTimerTickHandler,260,port.c,portable/TI_ARM_CLANG/ARM_CR5F,183,
185,0x700A3EA8,0x00006008,vPortTimerTickHandler,260,port.c,portable/TI_ARM_CLANG/ARM_CR5F,184,
186,0x700A3EAA,0x0000E7FF,vPortTimerTickHandler,261,port.c,portable/TI_ARM_CLANG/ARM_CR5F,185,
187,0x700A3EAC,0x0000E7FF,vPortTimerTickHandler,262,port.c,portable/TI_ARM_CLANG/ARM_CR5F,186,
188,0x700A3EAE,0xF7FFFBFF,vPortTimerTickHandler,265,port.c,portable/TI_ARM_CLANG/ARM_CR5F,187,
189,0x700A36B0,0xF647501C,n/a,4364,n/a,n/a,188,
190,0x700A36B4,0xF2C7000A,n/a,4364,n/a,n/a,189,
191,0x700A36B8,0x00006800,n/a,4364,n/a,n/a,190,
192,0x700A36BA,0x0000B1D0,n/a,4364,n/a,n/a,191,
193,0x700A36BC,0x0000E7FF,n/a,4364,n/a,n/a,192,
194,0x700A36BE,0xF64740DC,n/a,4366,n/a,n/a,193,
195,0x700A36C2,0xF2C7000A,n/a,4366,n/a,n/a,194,
196,0x700A36C6,0x00006800,n/a,4366,n/a,n/a,195,
197,0x700A36C8,0x00006D40,n/a,4366,n/a,n/a,196,
198,0x700A36CA,0x0000B180,n/a,4366,n/a,n/a,197,
199,0x700A36CC,0x0000E7FF,n/a,4366,n/a,n/a,198,
200,0x700A36CE,0xF64740DC,n/a,4368,n/a,n/a,199,
201,0x700A36D2,0xF2C7000A,n/a,4368,n/a,n/a,200,
202,0x700A36D6,0x00006802,n/a,4368,n/a,n/a,201,
203,0x700A36D8,0x00006D51,n/a,4368,n/a,n/a,202,
204,0x700A36DA,0x00003901,n/a,4368,n/a,n/a,203,
205,0x700A36DC,0x00006551,n/a,4368,n/a,n/a,204,
206,0x700A36DE,0x00006800,n/a,4370,n/a,n/a,205,
207,0x700A36E0,0x00006D40,n/a,4370,n/a,n/a,206,
208,0x700A36E2,0x0000B910,n/a,4370,n/a,n/a,207,
209,0x700A3EB2,0x0000BD80,vPortTimerTickHandler,266,port.c,portable/TI_ARM_CLANG/ARM_CR5F,208,
210,0x700A3F10,0xF6474028,ClockP_timerTickIsr,59,ClockP_freertos.c,dpl/common,209,
211,0x700A3F14,0xF2C7000A,ClockP_timerTickIsr,59,ClockP_freertos.c,dpl/common,210,
212,0x700A3F18,0x00006800,ClockP_timerTickIsr,59,ClockP_freertos.c,dpl/common,211,
213,0x700A3F1A,0xF000FF61,ClockP_timerTickIsr,59,ClockP_freertos.c,dpl/common,212,
214,0x700A4DE0,0x0000B580,ClockP_timerClearOverflowInt,37,ClockP_freertos_r5.c,dpl/r5,213,
215,0x700A4DE2,0x0000B082,ClockP_timerClearOverflowInt,37,ClockP_freertos_r5.c,dpl/r5,214,
216,0x700A4DE4,0x00009001,ClockP_timerClearOverflowInt,37,ClockP_freertos_r5.c,dpl/r5,215,
217,0x700A4DE6,0x00009801,ClockP_timerClearOverflowInt,38,ClockP_freertos_r5.c,dpl/r5,216,
218,0x700A4DE8,0xF7FFFAC2,ClockP_timerClearOverflowInt,38,ClockP_freertos_r5.c,dpl/r5,217,
219,0x700A4370,0x0000B083,TimerP_clearOverflowInt,181,TimerP.c,../nortos/dpl/common,218,
220,0x700A4372,0x00009002,TimerP_clearOverflowInt,181,TimerP.c,../nortos/dpl/common,219,
221,0x700A4374,0x00002002,TimerP_clearOverflowInt,181,TimerP.c,../nortos/dpl/common,220,
